"TIME","GEO","NRG_BAL","SIEC","UNIT","Value","Flag and Footnotes"
"2010","Luxembourg","Inland consumption - calculated","Renewable municipal waste","Terajoule","420.628",""
"2010","Hungary","Inland consumption - calculated","Geothermal","Terajoule","4 130.000",""
"2010","Hungary","Inland consumption - calculated","Solar thermal","Terajoule","225.000",""
"2010","Hungary","Inland consumption - calculated","Primary solid biofuels","Terajoule","98 269.000",""
"2010","Hungary","Inland consumption - calculated","Biogases","Terajoule","1 516.000",""
"2010","Hungary","Inland consumption - calculated","Renewable municipal waste","Terajoule","2 229.000",""
"2010","Malta","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2010","Malta","Inland consumption - calculated","Solar thermal","Terajoule","149.770",""
"2010","Malta","Inland consumption - calculated","Primary solid biofuels","Terajoule","31.000",""
"2010","Malta","Inland consumption - calculated","Biogases","Terajoule","6.000",""
"2010","Malta","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2010","Netherlands","Inland consumption - calculated","Geothermal","Terajoule","318.000",""
"2010","Netherlands","Inland consumption - calculated","Solar thermal","Terajoule","994.000",""
"2010","Netherlands","Inland consumption - calculated","Primary solid biofuels","Terajoule","62 894.000",""
"2010","Netherlands","Inland consumption - calculated","Biogases","Terajoule","11 984.000",""
"2010","Netherlands","Inland consumption - calculated","Renewable municipal waste","Terajoule","34 208.000",""
"2010","Austria","Inland consumption - calculated","Geothermal","Terajoule","1 446.106",""
"2010","Austria","Inland consumption - calculated","Solar thermal","Terajoule","6 736.763",""
"2010","Austria","Inland consumption - calculated","Primary solid biofuels","Terajoule","182 560.751",""
"2010","Austria","Inland consumption - calculated","Biogases","Terajoule","6 662.910",""
"2010","Austria","Inland consumption - calculated","Renewable municipal waste","Terajoule","5 758.228",""
"2010","Poland","Inland consumption - calculated","Geothermal","Terajoule","563.000",""
"2010","Poland","Inland consumption - calculated","Solar thermal","Terajoule","420.000",""
"2010","Poland","Inland consumption - calculated","Primary solid biofuels","Terajoule","245 606.000",""
"2010","Poland","Inland consumption - calculated","Biogases","Terajoule","4 797.000",""
"2010","Poland","Inland consumption - calculated","Renewable municipal waste","Terajoule","123.000",""
"2010","Portugal","Inland consumption - calculated","Geothermal","Terajoule","7 560.000",""
"2010","Portugal","Inland consumption - calculated","Solar thermal","Terajoule","2 013.000",""
"2010","Portugal","Inland consumption - calculated","Primary solid biofuels","Terajoule","108 113.000",""
"2010","Portugal","Inland consumption - calculated","Biogases","Terajoule","1 287.000",""
"2010","Portugal","Inland consumption - calculated","Renewable municipal waste","Terajoule","4 015.000",""
"2010","Romania","Inland consumption - calculated","Geothermal","Terajoule","962.000",""
"2010","Romania","Inland consumption - calculated","Solar thermal","Terajoule","4.000",""
"2010","Romania","Inland consumption - calculated","Primary solid biofuels","Terajoule","166 728.000",""
"2010","Romania","Inland consumption - calculated","Biogases","Terajoule","129.000",""
"2010","Romania","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2010","Slovenia","Inland consumption - calculated","Geothermal","Terajoule","1 161.000",""
"2010","Slovenia","Inland consumption - calculated","Solar thermal","Terajoule","341.000",""
"2010","Slovenia","Inland consumption - calculated","Primary solid biofuels","Terajoule","25 917.000",""
"2010","Slovenia","Inland consumption - calculated","Biogases","Terajoule","1 273.000",""
"2010","Slovenia","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2010","Slovakia","Inland consumption - calculated","Geothermal","Terajoule","348.000",""
"2010","Slovakia","Inland consumption - calculated","Solar thermal","Terajoule","179.000",""
"2010","Slovakia","Inland consumption - calculated","Primary solid biofuels","Terajoule","30 344.000",""
"2010","Slovakia","Inland consumption - calculated","Biogases","Terajoule","600.000",""
"2010","Slovakia","Inland consumption - calculated","Renewable municipal waste","Terajoule","901.000",""
"2010","Finland","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2010","Finland","Inland consumption - calculated","Solar thermal","Terajoule","39.000",""
"2010","Finland","Inland consumption - calculated","Primary solid biofuels","Terajoule","325 214.000",""
"2010","Finland","Inland consumption - calculated","Biogases","Terajoule","1 692.000",""
"2010","Finland","Inland consumption - calculated","Renewable municipal waste","Terajoule","6 089.000",""
"2010","Sweden","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2010","Sweden","Inland consumption - calculated","Solar thermal","Terajoule","432.000",""
"2010","Sweden","Inland consumption - calculated","Primary solid biofuels","Terajoule","397 731.000",""
"2010","Sweden","Inland consumption - calculated","Biogases","Terajoule","4 654.000",""
"2010","Sweden","Inland consumption - calculated","Renewable municipal waste","Terajoule","31 100.000",""
"2010","United Kingdom","Inland consumption - calculated","Geothermal","Terajoule","33.000",""
"2010","United Kingdom","Inland consumption - calculated","Solar thermal","Terajoule","1 591.000",""
"2010","United Kingdom","Inland consumption - calculated","Primary solid biofuels","Terajoule","111 277.000",""
"2010","United Kingdom","Inland consumption - calculated","Biogases","Terajoule","77 640.000",""
"2010","United Kingdom","Inland consumption - calculated","Renewable municipal waste","Terajoule","18 785.000",""
"2010","Iceland","Inland consumption - calculated","Geothermal","Terajoule","155 196.000",""
"2010","Iceland","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2010","Iceland","Inland consumption - calculated","Primary solid biofuels","Terajoule",":",""
"2010","Iceland","Inland consumption - calculated","Biogases","Terajoule","22.000",""
"2010","Iceland","Inland consumption - calculated","Renewable municipal waste","Terajoule","18.000",""
"2010","Norway","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2010","Norway","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2010","Norway","Inland consumption - calculated","Primary solid biofuels","Terajoule","52 549.000",""
"2010","Norway","Inland consumption - calculated","Biogases","Terajoule","700.000",""
"2010","Norway","Inland consumption - calculated","Renewable municipal waste","Terajoule","5 824.000",""
"2010","Montenegro","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2010","Montenegro","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2010","Montenegro","Inland consumption - calculated","Primary solid biofuels","Terajoule","6 741.000",""
"2010","Montenegro","Inland consumption - calculated","Biogases","Terajoule",":",""
"2010","Montenegro","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2010","North Macedonia","Inland consumption - calculated","Geothermal","Terajoule","476.000",""
"2010","North Macedonia","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2010","North Macedonia","Inland consumption - calculated","Primary solid biofuels","Terajoule","8 081.000",""
"2010","North Macedonia","Inland consumption - calculated","Biogases","Terajoule",":",""
"2010","North Macedonia","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2010","Albania","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2010","Albania","Inland consumption - calculated","Solar thermal","Terajoule","281.000",""
"2010","Albania","Inland consumption - calculated","Primary solid biofuels","Terajoule","8 583.000",""
"2010","Albania","Inland consumption - calculated","Biogases","Terajoule",":",""
"2010","Albania","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2010","Serbia","Inland consumption - calculated","Geothermal","Terajoule","224.000",""
"2010","Serbia","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2010","Serbia","Inland consumption - calculated","Primary solid biofuels","Terajoule","43 000.000",""
"2010","Serbia","Inland consumption - calculated","Biogases","Terajoule",":",""
"2010","Serbia","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2010","Turkey","Inland consumption - calculated","Geothermal","Terajoule","82 317.000",""
"2010","Turkey","Inland consumption - calculated","Solar thermal","Terajoule","18 087.000",""
"2010","Turkey","Inland consumption - calculated","Primary solid biofuels","Terajoule","186 289.000",""
"2010","Turkey","Inland consumption - calculated","Biogases","Terajoule","2 846.000",""
"2010","Turkey","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2010","Bosnia and Herzegovina","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2010","Bosnia and Herzegovina","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2010","Bosnia and Herzegovina","Inland consumption - calculated","Primary solid biofuels","Terajoule",":",""
"2010","Bosnia and Herzegovina","Inland consumption - calculated","Biogases","Terajoule",":",""
"2010","Bosnia and Herzegovina","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Solar thermal","Terajoule","10.000",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Primary solid biofuels","Terajoule","9 896.000",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Biogases","Terajoule",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2010","Moldova","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2010","Moldova","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2010","Moldova","Inland consumption - calculated","Primary solid biofuels","Terajoule","21 427.000",""
"2010","Moldova","Inland consumption - calculated","Biogases","Terajoule",":",""
"2010","Moldova","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2010","Ukraine","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2010","Ukraine","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2010","Ukraine","Inland consumption - calculated","Primary solid biofuels","Terajoule","69 357.000",""
"2010","Ukraine","Inland consumption - calculated","Biogases","Terajoule",":",""
"2010","Ukraine","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2010","Georgia","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2010","Georgia","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2010","Georgia","Inland consumption - calculated","Primary solid biofuels","Terajoule",":",""
"2010","Georgia","Inland consumption - calculated","Biogases","Terajoule",":",""
"2010","Georgia","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","European Union - 28 countries","Inland consumption - calculated","Geothermal","Terajoule","243 484.935",""
"2011","European Union - 28 countries","Inland consumption - calculated","Solar thermal","Terajoule","91 412.424",""
"2011","European Union - 28 countries","Inland consumption - calculated","Primary solid biofuels","Terajoule","3 531 678.407",""
"2011","European Union - 28 countries","Inland consumption - calculated","Biogases","Terajoule","444 695.923",""
"2011","European Union - 28 countries","Inland consumption - calculated","Renewable municipal waste","Terajoule","344 583.382",""
"2011","Euro area (19 countries)","Inland consumption - calculated","Geothermal","Terajoule","235 719.935",""
"2011","Euro area (19 countries)","Inland consumption - calculated","Solar thermal","Terajoule","86 328.424",""
"2011","Euro area (19 countries)","Inland consumption - calculated","Primary solid biofuels","Terajoule","2 246 488.407",""
"2011","Euro area (19 countries)","Inland consumption - calculated","Biogases","Terajoule","334 557.923",""
"2011","Euro area (19 countries)","Inland consumption - calculated","Renewable municipal waste","Terajoule","268 401.382",""
"2011","Belgium","Inland consumption - calculated","Geothermal","Terajoule","55.000",""
"2011","Belgium","Inland consumption - calculated","Solar thermal","Terajoule","584.000",""
"2011","Belgium","Inland consumption - calculated","Primary solid biofuels","Terajoule","72 821.000",""
"2011","Belgium","Inland consumption - calculated","Biogases","Terajoule","5 372.000",""
"2011","Belgium","Inland consumption - calculated","Renewable municipal waste","Terajoule","20 198.000",""
"2011","Bulgaria","Inland consumption - calculated","Geothermal","Terajoule","1 380.000",""
"2011","Bulgaria","Inland consumption - calculated","Solar thermal","Terajoule","579.000",""
"2011","Bulgaria","Inland consumption - calculated","Primary solid biofuels","Terajoule","40 225.000",""
"2011","Bulgaria","Inland consumption - calculated","Biogases","Terajoule","139.000",""
"2011","Bulgaria","Inland consumption - calculated","Renewable municipal waste","Terajoule","414.000",""
"2011","Czechia","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2011","Czechia","Inland consumption - calculated","Solar thermal","Terajoule","455.000",""
"2011","Czechia","Inland consumption - calculated","Primary solid biofuels","Terajoule","100 843.000",""
"2011","Czechia","Inland consumption - calculated","Biogases","Terajoule","10 460.000",""
"2011","Czechia","Inland consumption - calculated","Renewable municipal waste","Terajoule","3 345.000",""
"2011","Denmark","Inland consumption - calculated","Geothermal","Terajoule","166.000",""
"2011","Denmark","Inland consumption - calculated","Solar thermal","Terajoule","735.000",""
"2011","Denmark","Inland consumption - calculated","Primary solid biofuels","Terajoule","100 121.000",""
"2011","Denmark","Inland consumption - calculated","Biogases","Terajoule","4 107.000",""
"2011","Denmark","Inland consumption - calculated","Renewable municipal waste","Terajoule","21 135.000",""
"2011","Germany (until 1990 former territory of the FRG)","Inland consumption - calculated","Geothermal","Terajoule","3 255.000",""
"2011","Germany (until 1990 former territory of the FRG)","Inland consumption - calculated","Solar thermal","Terajoule","23 184.000",""
"2011","Germany (until 1990 former territory of the FRG)","Inland consumption - calculated","Primary solid biofuels","Terajoule","445 021.000",""
"2011","Germany (until 1990 former territory of the FRG)","Inland consumption - calculated","Biogases","Terajoule","216 897.000",""
"2011","Germany (until 1990 former territory of the FRG)","Inland consumption - calculated","Renewable municipal waste","Terajoule","100 671.000",""
"2011","Estonia","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2011","Estonia","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2011","Estonia","Inland consumption - calculated","Primary solid biofuels","Terajoule","33 248.000",""
"2011","Estonia","Inland consumption - calculated","Biogases","Terajoule","137.000",""
"2011","Estonia","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","Ireland","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2011","Ireland","Inland consumption - calculated","Solar thermal","Terajoule","362.728",""
"2011","Ireland","Inland consumption - calculated","Primary solid biofuels","Terajoule","8 167.004",""
"2011","Ireland","Inland consumption - calculated","Biogases","Terajoule","2 410.967",""
"2011","Ireland","Inland consumption - calculated","Renewable municipal waste","Terajoule","445.267",""
"2011","Greece","Inland consumption - calculated","Geothermal","Terajoule","665.000",""
"2011","Greece","Inland consumption - calculated","Solar thermal","Terajoule","7 656.000",""
"2011","Greece","Inland consumption - calculated","Primary solid biofuels","Terajoule","43 380.000",""
"2011","Greece","Inland consumption - calculated","Biogases","Terajoule","3 048.000",""
"2011","Greece","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","Spain","Inland consumption - calculated","Geothermal","Terajoule","703.000",""
"2011","Spain","Inland consumption - calculated","Solar thermal","Terajoule","29 791.363",""
"2011","Spain","Inland consumption - calculated","Primary solid biofuels","Terajoule","207 226.000",""
"2011","Spain","Inland consumption - calculated","Biogases","Terajoule","11 520.000",""
"2011","Spain","Inland consumption - calculated","Renewable municipal waste","Terajoule","8 166.000",""
"2011","France","Inland consumption - calculated","Geothermal","Terajoule","9 611.545",""
"2011","France","Inland consumption - calculated","Solar thermal","Terajoule","5 070.693",""
"2011","France","Inland consumption - calculated","Primary solid biofuels","Terajoule","360 320.966",""
"2011","France","Inland consumption - calculated","Biogases","Terajoule","20 015.251",""
"2011","France","Inland consumption - calculated","Renewable municipal waste","Terajoule","49 305.919",""
"2011","Croatia","Inland consumption - calculated","Geothermal","Terajoule","287.000",""
"2011","Croatia","Inland consumption - calculated","Solar thermal","Terajoule","254.000",""
"2011","Croatia","Inland consumption - calculated","Primary solid biofuels","Terajoule","51 461.000",""
"2011","Croatia","Inland consumption - calculated","Biogases","Terajoule","290.000",""
"2011","Croatia","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","Italy","Inland consumption - calculated","Geothermal","Terajoule","209 974.000",""
"2011","Italy","Inland consumption - calculated","Solar thermal","Terajoule","5 878.000",""
"2011","Italy","Inland consumption - calculated","Primary solid biofuels","Terajoule","261 137.000",""
"2011","Italy","Inland consumption - calculated","Biogases","Terajoule","46 218.000",""
"2011","Italy","Inland consumption - calculated","Renewable municipal waste","Terajoule","35 294.000",""
"2011","Cyprus","Inland consumption - calculated","Geothermal","Terajoule","44.000",""
"2011","Cyprus","Inland consumption - calculated","Solar thermal","Terajoule","2 625.000",""
"2011","Cyprus","Inland consumption - calculated","Primary solid biofuels","Terajoule","487.000",""
"2011","Cyprus","Inland consumption - calculated","Biogases","Terajoule","448.000",""
"2011","Cyprus","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","Latvia","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2011","Latvia","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2011","Latvia","Inland consumption - calculated","Primary solid biofuels","Terajoule","46 944.000",""
"2011","Latvia","Inland consumption - calculated","Biogases","Terajoule","920.000",""
"2011","Latvia","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","Lithuania","Inland consumption - calculated","Geothermal","Terajoule","135.000",""
"2011","Lithuania","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2011","Lithuania","Inland consumption - calculated","Primary solid biofuels","Terajoule","38 286.000",""
"2011","Lithuania","Inland consumption - calculated","Biogases","Terajoule","463.000",""
"2011","Lithuania","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","Luxembourg","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2011","Luxembourg","Inland consumption - calculated","Solar thermal","Terajoule","47.350",""
"2011","Luxembourg","Inland consumption - calculated","Primary solid biofuels","Terajoule","1 756.573",""
"2011","Luxembourg","Inland consumption - calculated","Biogases","Terajoule","510.897",""
"2011","Luxembourg","Inland consumption - calculated","Renewable municipal waste","Terajoule","463.207",""
"2011","Hungary","Inland consumption - calculated","Geothermal","Terajoule","4 371.000",""
"2011","Hungary","Inland consumption - calculated","Solar thermal","Terajoule","277.000",""
"2011","Hungary","Inland consumption - calculated","Primary solid biofuels","Terajoule","101 900.000",""
"2011","Hungary","Inland consumption - calculated","Biogases","Terajoule","2 540.000",""
"2011","Hungary","Inland consumption - calculated","Renewable municipal waste","Terajoule","2 015.000",""
"2011","Malta","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2011","Malta","Inland consumption - calculated","Solar thermal","Terajoule","158.440",""
"2011","Malta","Inland consumption - calculated","Primary solid biofuels","Terajoule","30.000",""
"2011","Malta","Inland consumption - calculated","Biogases","Terajoule","59.000",""
"2011","Malta","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","Netherlands","Inland consumption - calculated","Geothermal","Terajoule","316.000",""
"2011","Netherlands","Inland consumption - calculated","Solar thermal","Terajoule","1 040.000",""
"2011","Netherlands","Inland consumption - calculated","Primary solid biofuels","Terajoule","60 439.000",""
"2011","Netherlands","Inland consumption - calculated","Biogases","Terajoule","11 968.000",""
"2011","Netherlands","Inland consumption - calculated","Renewable municipal waste","Terajoule","37 360.000",""
"2011","Austria","Inland consumption - calculated","Geothermal","Terajoule","1 363.390",""
"2011","Austria","Inland consumption - calculated","Solar thermal","Terajoule","6 809.850",""
"2011","Austria","Inland consumption - calculated","Primary solid biofuels","Terajoule","179 483.864",""
"2011","Austria","Inland consumption - calculated","Biogases","Terajoule","7 042.808",""
"2011","Austria","Inland consumption - calculated","Renewable municipal waste","Terajoule","5 795.989",""
"2011","Poland","Inland consumption - calculated","Geothermal","Terajoule","531.000",""
"2011","Poland","Inland consumption - calculated","Solar thermal","Terajoule","522.000",""
"2011","Poland","Inland consumption - calculated","Primary solid biofuels","Terajoule","265 888.000",""
"2011","Poland","Inland consumption - calculated","Biogases","Terajoule","5 732.000",""
"2011","Poland","Inland consumption - calculated","Renewable municipal waste","Terajoule","1 338.000",""
"2011","Portugal","Inland consumption - calculated","Geothermal","Terajoule","8 091.000",""
"2011","Portugal","Inland consumption - calculated","Solar thermal","Terajoule","2 491.000",""
"2011","Portugal","Inland consumption - calculated","Primary solid biofuels","Terajoule","110 120.000",""
"2011","Portugal","Inland consumption - calculated","Biogases","Terajoule","1 883.000",""
"2011","Portugal","Inland consumption - calculated","Renewable municipal waste","Terajoule","4 123.000",""
"2011","Romania","Inland consumption - calculated","Geothermal","Terajoule","997.000",""
"2011","Romania","Inland consumption - calculated","Solar thermal","Terajoule","2.000",""
"2011","Romania","Inland consumption - calculated","Primary solid biofuels","Terajoule","144 809.000",""
"2011","Romania","Inland consumption - calculated","Biogases","Terajoule","547.000",""
"2011","Romania","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","Slovenia","Inland consumption - calculated","Geothermal","Terajoule","1 239.000",""
"2011","Slovenia","Inland consumption - calculated","Solar thermal","Terajoule","374.000",""
"2011","Slovenia","Inland consumption - calculated","Primary solid biofuels","Terajoule","25 815.000",""
"2011","Slovenia","Inland consumption - calculated","Biogases","Terajoule","1 506.000",""
"2011","Slovenia","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","Slovakia","Inland consumption - calculated","Geothermal","Terajoule","268.000",""
"2011","Slovakia","Inland consumption - calculated","Solar thermal","Terajoule","213.000",""
"2011","Slovakia","Inland consumption - calculated","Primary solid biofuels","Terajoule","31 833.000",""
"2011","Slovakia","Inland consumption - calculated","Biogases","Terajoule","1 918.000",""
"2011","Slovakia","Inland consumption - calculated","Renewable municipal waste","Terajoule","736.000",""
"2011","Finland","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2011","Finland","Inland consumption - calculated","Solar thermal","Terajoule","43.000",""
"2011","Finland","Inland consumption - calculated","Primary solid biofuels","Terajoule","319 973.000",""
"2011","Finland","Inland consumption - calculated","Biogases","Terajoule","2 221.000",""
"2011","Finland","Inland consumption - calculated","Renewable municipal waste","Terajoule","5 843.000",""
"2011","Sweden","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2011","Sweden","Inland consumption - calculated","Solar thermal","Terajoule","461.000",""
"2011","Sweden","Inland consumption - calculated","Primary solid biofuels","Terajoule","364 731.000",""
"2011","Sweden","Inland consumption - calculated","Biogases","Terajoule","4 993.000",""
"2011","Sweden","Inland consumption - calculated","Renewable municipal waste","Terajoule","29 871.000",""
"2011","United Kingdom","Inland consumption - calculated","Geothermal","Terajoule","33.000",""
"2011","United Kingdom","Inland consumption - calculated","Solar thermal","Terajoule","1 799.000",""
"2011","United Kingdom","Inland consumption - calculated","Primary solid biofuels","Terajoule","115 212.000",""
"2011","United Kingdom","Inland consumption - calculated","Biogases","Terajoule","81 330.000",""
"2011","United Kingdom","Inland consumption - calculated","Renewable municipal waste","Terajoule","18 064.000",""
"2011","Iceland","Inland consumption - calculated","Geothermal","Terajoule","172 603.000",""
"2011","Iceland","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2011","Iceland","Inland consumption - calculated","Primary solid biofuels","Terajoule",":",""
"2011","Iceland","Inland consumption - calculated","Biogases","Terajoule","48.000",""
"2011","Iceland","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","Norway","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2011","Norway","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2011","Norway","Inland consumption - calculated","Primary solid biofuels","Terajoule","51 715.000",""
"2011","Norway","Inland consumption - calculated","Biogases","Terajoule","800.000",""
"2011","Norway","Inland consumption - calculated","Renewable municipal waste","Terajoule","6 330.000",""
"2011","Montenegro","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2011","Montenegro","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2011","Montenegro","Inland consumption - calculated","Primary solid biofuels","Terajoule","7 272.000",""
"2011","Montenegro","Inland consumption - calculated","Biogases","Terajoule",":",""
"2011","Montenegro","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","North Macedonia","Inland consumption - calculated","Geothermal","Terajoule","500.000",""
"2011","North Macedonia","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2011","North Macedonia","Inland consumption - calculated","Primary solid biofuels","Terajoule","8 723.000",""
"2011","North Macedonia","Inland consumption - calculated","Biogases","Terajoule",":",""
"2011","North Macedonia","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","Albania","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2011","Albania","Inland consumption - calculated","Solar thermal","Terajoule","490.000",""
"2011","Albania","Inland consumption - calculated","Primary solid biofuels","Terajoule","8 709.000",""
"2011","Albania","Inland consumption - calculated","Biogases","Terajoule",":",""
"2011","Albania","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","Serbia","Inland consumption - calculated","Geothermal","Terajoule","268.000",""
"2011","Serbia","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2011","Serbia","Inland consumption - calculated","Primary solid biofuels","Terajoule","43 503.000",""
"2011","Serbia","Inland consumption - calculated","Biogases","Terajoule",":",""
"2011","Serbia","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","Turkey","Inland consumption - calculated","Geothermal","Terajoule","86 241.000",""
"2011","Turkey","Inland consumption - calculated","Solar thermal","Terajoule","26 377.000",""
"2011","Turkey","Inland consumption - calculated","Primary solid biofuels","Terajoule","148 110.000",""
"2011","Turkey","Inland consumption - calculated","Biogases","Terajoule","3 037.000",""
"2011","Turkey","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","Bosnia and Herzegovina","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2011","Bosnia and Herzegovina","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2011","Bosnia and Herzegovina","Inland consumption - calculated","Primary solid biofuels","Terajoule",":",""
"2011","Bosnia and Herzegovina","Inland consumption - calculated","Biogases","Terajoule",":",""
"2011","Bosnia and Herzegovina","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Solar thermal","Terajoule","10.000",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Primary solid biofuels","Terajoule","10 129.000",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Biogases","Terajoule",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","Moldova","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2011","Moldova","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2011","Moldova","Inland consumption - calculated","Primary solid biofuels","Terajoule","22 610.000",""
"2011","Moldova","Inland consumption - calculated","Biogases","Terajoule",":",""
"2011","Moldova","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","Ukraine","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2011","Ukraine","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2011","Ukraine","Inland consumption - calculated","Primary solid biofuels","Terajoule","73 046.000",""
"2011","Ukraine","Inland consumption - calculated","Biogases","Terajoule",":",""
"2011","Ukraine","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2011","Georgia","Inland consumption - calculated","Geothermal","Terajoule",":",""
"2011","Georgia","Inland consumption - calculated","Solar thermal","Terajoule",":",""
"2011","Georgia","Inland consumption - calculated","Primary solid biofuels","Terajoule",":",""
"2011","Georgia","Inland consumption - calculated","Biogases","Terajoule",":",""
"2011","Georgia","Inland consumption - calculated","Renewable municipal waste","Terajoule",":",""
"2012","European Union - 28 countries","Inland consumption - calculated","Geothermal","Terajoule","240 385.259",""
"2012","European Union - 28 countries","Inland consumption - calculated","Solar thermal","Terajoule","136 720.031",""
"2012","European Union - 28 countries","Inland consumption - calculated","Primary solid biofuels","Terajoule","3 820 257.943",""
"2012","European Union - 28 countries","Inland consumption - calculated","Biogases","Terajoule","517 441.518",""
"2012","European Union - 28 countries","Inland consumption - calculated","Renewable municipal waste","Terajoule","359 125.471",""
"2012","Euro area (19 countries)","Inland consumption - calculated","Geothermal","Terajoule","232 248.259",""
