freq;nrg_bal;siec;unit;geo\TIME_PERIOD;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
A;FC_E;C0350-0370;KTOE;HR;11.028;8.598;4.772;4.557;4.127;3.074;2.300;1.591;903;236;0;0
A;FC_E;E7000;KTOE;HR;1296.561;1322.786;1387.532;1333.706;1363.887;1352.966;1319.862;1295.959;1275.408;1319.261;1315.563;1373.921
A;FC_E;G3000;KTOE;HR;1192.756;1195.056;1260.598;1222.979;1283.405;1183.684;1050.731;993.272;938.220;977.236;1030.567;1081.412
A;FC_E;H8000;KTOE;HR;229.244;217.827;226.784;228.098;245.462;238.273;228.934;231.155;193.011;212.000;222.461;230.804
A;FC_E;N900H;KTOE;HR;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z
A;FC_E;O4000XBIO;KTOE;HR;3143.082;3163.756;3126.306;2982.548;2803.649;2710.950;2543.286;2559.981;2495.298;2629.387;2694.536;2849.817
A;FC_E;P1000;KTOE;HR;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;RA000;KTOE;HR;1159.000;1127.591;1125.012;1174.493;1255.529;1222.844;1261.991;1246.143;1102.670;1240.485;1175.545;1152.821
A;FC_E;S2000;KTOE;HR;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;TOTAL;KTOE;HR;7169.431;7193.721;7297.672;7085.585;7114.487;6860.566;6544.744;6452.842;6118.214;6469.301;6515.750;6776.475
A;FC_E;W6100_6220;KTOE;HR;4.562;6.425;8.503;8.909;7.619;4.275;8.145;8.742;10.151;9.315;10.151;11.529
A;FC_E;C0000X0350-0370;KTOE;HU;449.656;358.543;375.883;231.812;237.424;261.659;228.958;184.615;161.659;175.751;200.345;283.667
A;FC_E;C0350-0370;KTOE;HU;136.567;135.920;133.474;115.102;149.286;146.293;132.868;81.750;102.104;135.882;87.575;127.157
A;FC_E;E7000;KTOE;HU;2857.954;2901.462;2951.591;2850.387;2941.273;2969.905;3009.802;2998.538;2986.844;3120.464;3194.497;3309.286
A;FC_E;G3000;KTOE;HU;7065.886;6076.225;6115.950;5765.198;6095.744;5842.734;5060.168;5333.749;5002.601;5294.282;5541.466;5710.039
A;FC_E;H8000;KTOE;HU;1240.422;1188.975;1156.540;1090.260;1089.734;1011.536;990.613;1041.368;906.683;984.881;1064.321;1040.102
A;FC_E;N900H;KTOE;HU;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z
A;FC_E;O4000XBIO;KTOE;HU;4850.048;4844.569;4802.723;4709.124;4359.793;4433.668;4192.639;4155.837;4549.981;4963.523;5103.382;5345.455
A;FC_E;P1000;KTOE;HU;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;RA000;KTOE;HU;1264.799;1360.218;1311.737;1773.868;1974.501;2213.292;2353.325;2426.135;2073.935;2176.201;2156.501;2080.403
A;FC_E;S2000;KTOE;HU;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;TOTAL;KTOE;HU;17883.269;16884.828;16868.319;16562.120;16879.616;16917.517;16003.531;16255.431;15832.197;16910.578;17412.194;17975.000
A;FC_E;W6100_6220;KTOE;HU;17.937;18.917;20.421;26.369;31.862;38.430;35.158;33.438;48.390;59.592;64.106;78.891
A;FC_E;C0000X0350-0370;KTOE;IE;413.582;409.122;406.700;356.841;342.354;308.627;322.589;331.401;307.256;298.496;270.311;232.956
A;FC_E;C0350-0370;KTOE;IE;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;E7000;KTOE;IE;2225.061;2223.764;2293.623;2172.672;2185.756;2138.786;2077.721;2081.002;2075.374;2155.780;2198.951;2222.687
A;FC_E;G3000;KTOE;IE;1464.801;1448.038;1553.436;1454.374;1584.239;1499.096;1616.963;1623.460;1613.108;1712.971;1768.981;1799.658
A;FC_E;H8000;KTOE;IE;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;N900H;KTOE;IE;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z
A;FC_E;O4000XBIO;KTOE;IE;7900.788;7783.222;7657.969;6817.423;6598.728;5799.083;5574.653;5570.074;5514.343;5627.532;5882.402;5783.193
A;FC_E;P1000;KTOE;IE;284.072;271.571;279.990;271.994;253.761;241.484;214.905;218.144;200.301;201.005;197.305;188.705
A;FC_E;RA000;KTOE;IE;190.190;209.063;232.983;267.904;295.827;251.048;255.219;281.356;330.287;332.686;367.804;444.303
A;FC_E;S2000;KTOE;IE;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;TOTAL;KTOE;IE;12478.494;12344.780;12424.701;11354.121;11269.218;10252.307;10089.413;10143.965;10082.250;10372.452;10727.460;10741.473
A;FC_E;W6100_6220;KTOE;IE;0;0;0;12.912;8.552;14.183;27.363;38.528;41.581;43.983;41.707;69.970
A;FC_E;C0000X0350-0370;KTOE;IS;88.918;106.546;93.410;85.403;90.126;90.730;92.641;97.595;86.743;93.004;99.000;102.636
A;FC_E;C0350-0370;KTOE;IS;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;E7000;KTOE;IS;773.689;936.028;1310.490;1346.432;1350.559;1376.612;1406.449;1446.518;1447.120;1502.150;1487.790;1538.412
A;FC_E;G3000;KTOE;IS;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;H8000;KTOE;IS;424.429;445.233;461.880;460.901;458.226;456.984;510.700;534.872;562.888;600.697;748.806;643.600
A;FC_E;N900H;KTOE;IS;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z
A;FC_E;O4000XBIO;KTOE;IS;618.410;612.176;568.663;567.135;516.956;490.336;483.481;529.994;544.332;545.139;539.570;568.830
A;FC_E;P1000;KTOE;IS;0;0;0;0;0;0;0;0;0;0;0;338
A;FC_E;RA000;KTOE;IS;95.347;97.067;101.987;103.731;101.629;106.501;107.218;97.805;98.677;107.977;110.236;117.326
A;FC_E;S2000;KTOE;IS;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;TOTAL;KTOE;IS;2000.793;2197.049;2536.431;2563.602;2517.495;2521.164;2600.490;2706.783;2739.760;2848.968;2985.402;2971.141
A;FC_E;W6100_6220;KTOE;IS;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;C0000X0350-0370;KTOE;IT;1064.488;1493.422;1375.469;570.264;623.310;990.027;953.183;704.387;739.881;539.450;688.034;489.273
A;FC_E;C0350-0370;KTOE;IT;4.299;0;0;0;0;0;205.790;165.203;280.298;209.348;234.704;159.152
A;FC_E;E7000;KTOE;IT;26550.043;26596.561;26596.475;24936.887;25736.285;25952.537;25515.219;24711.780;24204.471;24719.089;24593.895;25104.499
A;FC_E;G3000;KTOE;IT;38457.803;36226.333;36625.774;36070.808;38499.377;35534.544;35450.387;35222.270;30902.709;32983.835;33237.016;33921.466
A;FC_E;H8000;KTOE;IT;3128.762;3071.725;3173.737;3094.105;3331.972;3195.471;3432.717;3701.968;3746.895;3851.366;3950.010;4113.852
A;FC_E;N900H;KTOE;IT;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z
A;FC_E;O4000XBIO;KTOE;IT;55182.249;54477.802;52270.868;47943.370;45566.098;45058.938;42133.357;40769.015;41248.873;41171.807;40531.714;38265.108
A;FC_E;P1000;KTOE;IT;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;RA000;KTOE;IT;5328.193;7108.422;8972.724;9230.314;9072.963;6537.703;8587.723;8498.169;7453.299;8364.717;8042.766;11312.725
A;FC_E;S2000;KTOE;IT;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;TOTAL;KTOE;IT;129777.938;129036.364;129077.145;121907.849;123052.729;117518.026;116559.044;114053.675;108848.350;112108.171;111554.603;113611.222
A;FC_E;W6100_6220;KTOE;IT;62.100;62.100;62.100;62.100;222.724;248.806;280.668;280.883;271.926;268.558;276.464;245.146
A;FC_E;C0000X0350-0370;KTOE;LT;226.377;216.904;184.994;141.876;178.089;207.041;197.283;224.724;194.134;157.893;157.535;161.589
A;FC_E;C0350-0370;KTOE;LT;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;E7000;KTOE;LT;725.021;761.737;777.730;719.776;716.423;737.747;767.068;769.991;794.239;803.267;838.349;864.936
A;FC_E;G3000;KTOE;LT;613.650;647.248;622.442;573.603;618.831;603.805;617.992;552.042;522.034;518.938;551.268;569.819
A;FC_E;H8000;KTOE;LT;944.015;920.058;862.592;885.282;921.515;869.112;904.892;847.616;839.424;798.390;833.811;920.632
A;FC_E;N900H;KTOE;LT;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z
A;FC_E;O4000XBIO;KTOE;LT;1631.212;1852.085;1829.411;1523.557;1563.863;1558.454;1567.221;1555.327;1719.009;1785.673;1911.884;2017.506
A;FC_E;P1000;KTOE;LT;13.131;13.433;18.085;18.160;21.111;24.976;29.908;30.021;26.247;18.645;22.381;24.248
A;FC_E;RA000;KTOE;LT;722.825;734.624;758.995;743.952;737.427;727.109;754.605;732.583;705.450;696.704;687.986;682.467
A;FC_E;S2000;KTOE;LT;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;TOTAL;KTOE;LT;4876.232;5146.091;5054.249;4606.207;4757.259;4728.244;4838.968;4712.305;4800.537;4779.510;5003.215;5241.196
A;FC_E;W6100_6220;KTOE;LT;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;C0000X0350-0370;KTOE;LU;92.596;78.349;74.916;66.908;67.036;58.362;53.731;47.909;53.393;49.137;52.384;45.331
A;FC_E;C0350-0370;KTOE;LU;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;E7000;KTOE;LU;568.608;575.559;567.270;525.578;566.894;557.549;536.198;532.997;531.586;535.181;547.487;549.767
A;FC_E;G3000;KTOE;LU;658.267;641.073;658.126;616.054;675.236;600.730;611.150;601.163;574.523;602.179;632.941;623.560
A;FC_E;H8000;KTOE;LU;76.170;60.981;68.811;57.841;70.505;71.553;69.559;73.307;55.637;51.287;52.572;60.305
A;FC_E;N900H;KTOE;LU;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z
A;FC_E;O4000XBIO;KTOE;LU;2548.881;2443.555;2463.710;2292.199;2408.220;2494.036;2417.154;2372.384;2242.362;2146.489;2090.134;2148.727
A;FC_E;P1000;KTOE;LU;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;RA000;KTOE;LU;43.160;94.293;96.917;91.179;95.056;93.148;96.457;106.039;126.648;139.229;149.741;173.309
A;FC_E;S2000;KTOE;LU;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;TOTAL;KTOE;LU;4005.752;3907.473;3945.254;3659.659;3897.203;3889.126;3798.659;3749.109;3599.435;3537.092;3538.289;3614.809
A;FC_E;W6100_6220;KTOE;LU;18.071;13.662;15.505;9.901;14.256;13.749;14.410;15.310;15.286;13.591;13.031;13.810
A;FC_E;C0000X0350-0370;KTOE;LV;80.242;93.366;91.501;70.835;93.353;97.110;77.198;58.827;53.093;42.260;35.214;36.698
A;FC_E;C0350-0370;KTOE;LV;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;E7000;KTOE;LV;528.203;568.014;569.905;524.764;534.394;532.330;588.822;565.434;565.950;555.546;557.352;557.579
A;FC_E;G3000;KTOE;LV;513.478;523.022;501.204;432.158;497.700;396.797;402.365;343.616;326.655;316.531;321.260;328.009
A;FC_E;H8000;KTOE;LV;587.609;567.832;534.824;530.453;574.950;499.092;534.848;518.248;504.896;503.989;581.160;604.779
A;FC_E;N900H;KTOE;LV;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z
A;FC_E;O4000XBIO;KTOE;LV;1399.458;1523.218;1417.687;1279.986;1327.801;1185.334;1162.326;1174.169;1214.237;1265.748;1272.907;1340.077
A;FC_E;P1000;KTOE;LV;0;240;240;240;720;720;720;480;720;240;720;285
A;FC_E;RA000;KTOE;LV;1015.386;993.237;935.911;1096.938;945.112;986.300;1086.328;1018.544;1045.214;940.847;892.147;981.667
A;FC_E;S2000;KTOE;LV;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;TOTAL;KTOE;LV;4127.504;4273.946;4056.288;3937.475;4002.237;3751.161;3908.282;3732.245;3776.066;3680.167;3697.446;3875.198
A;FC_E;W6100_6220;KTOE;LV;3.129;5.016;5.016;2.102;28.208;53.478;55.675;52.928;65.300;55.006;36.687;26.104
A;FC_E;C0000X0350-0370;KTOE;ME;21.707;14.360;14.518;13.011;10.999;6.379;8.139;5.279;7.259;11.439;12.099;9.349
A;FC_E;C0350-0370;KTOE;ME;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;E7000;KTOE;ME;331.556;338.607;321.410;259.415;276.096;293.551;276.870;232.674;224.420;230.353;229.665;245.486
A;FC_E;G3000;KTOE;ME;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;H8000;KTOE;ME;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;N900H;KTOE;ME;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z
A;FC_E;O4000XBIO;KTOE;ME;271.291;343.919;364.541;292.342;266.525;245.594;237.984;235.420;232.694;251.301;279.809;303.380
A;FC_E;P1000;KTOE;ME;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;RA000;KTOE;ME;146.317;152.527;152.455;159.501;161.006;173.756;175.977;167.617;164.202;169.552;166.829;163.867
A;FC_E;S2000;KTOE;ME;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;TOTAL;KTOE;ME;770.871;849.413;852.924;724.270;714.626;719.280;698.970;640.991;628.575;662.644;688.401;722.082
A;FC_E;W6100_6220;KTOE;ME;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;C0000X0350-0370;KTOE;MK;141.328;180.820;149.885;70.362;112.429;154.623;145.585;123.712;102.446;101.101;128.180;101.102
A;FC_E;C0350-0370;KTOE;MK;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;E7000;KTOE;MK;553.654;580.224;593.035;549.613;583.319;634.394;602.322;584.781;578.590;570.507;532.518;524.662
A;FC_E;G3000;KTOE;MK;49.592;49.119;44.991;38.500;41.509;43.659;22.592;26.978;33.641;31.492;38.048;44.089
A;FC_E;H8000;KTOE;MK;67.140;62.315;59.640;59.401;53.979;56.869;51.830;43.542;40.413;46.073;46.050;49.931
A;FC_E;N900H;KTOE;MK;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z
A;FC_E;O4000XBIO;KTOE;MK;726.396;781.461;748.302;748.170;795.424;794.165;786.801;804.903;800.869;854.221;903.753;913.546
A;FC_E;P1000;KTOE;MK;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;RA000;KTOE;MK;216.275;200.607;201.082;206.675;203.265;219.501;236.564;230.887;241.522;234.195;199.184;233.352
A;FC_E;S2000;KTOE;MK;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;TOTAL;KTOE;MK;1754.384;1854.545;1796.936;1672.720;1789.926;1903.210;1845.693;1814.802;1797.481;1837.589;1847.733;1866.682
A;FC_E;W6100_6220;KTOE;MK;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;C0000X0350-0370;KTOE;MT;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;C0350-0370;KTOE;MT;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;E7000;KTOE;MT;159.329;159.157;159.329;146.776;156.836;160.447;167.326;167.670;172.399;181.771;181.771;200.501
A;FC_E;G3000;KTOE;MT;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;H8000;KTOE;MT;0;0;0;0;0;119;191;24;24;143;191;358
A;FC_E;N900H;KTOE;MT;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z
A;FC_E;O4000XBIO;KTOE;MT;216.958;226.923;244.382;214.789;239.658;221.076;230.916;244.268;250.358;265.979;265.167;269.207
A;FC_E;P1000;KTOE;MT;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;RA000;KTOE;MT;645;788;908;931;4.857;6.819;8.824;9.167;11.913;11.541;13.045;25.184
A;FC_E;S2000;KTOE;MT;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;TOTAL;KTOE;MT;376.932;386.868;404.619;362.496;401.350;388.461;407.257;421.128;434.694;459.434;460.174;495.250
A;FC_E;W6100_6220;KTOE;MT;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;C0000X0350-0370;KTOE;NL;79.961;124.398;113.371;104.956;114.720;105.907;109.883;81.826;81.712;75.603;89.334;103.363
A;FC_E;C0350-0370;KTOE;NL;500.129;500.843;509.208;418.157;459.165;454.856;444.354;438.168;437.000;475.114;473.967;490.520
A;FC_E;E7000;KTOE;NL;9086.758;9274.205;9331.900;9006.449;9264.832;9275.752;8971.101;8999.781;8744.564;8973.664;9115.742;9083.932
A;FC_E;G3000;KTOE;NL;19418.315;18005.138;19190.305;18749.506;21563.285;18076.333;18973.954;19497.167;16006.504;17218.892;17405.968;17427.266
A;FC_E;H8000;KTOE;NL;3210.734;3202.828;3178.275;2859.248;3000.072;2849.838;2688.426;2693.322;2605.689;2249.791;2207.962;2113.823
A;FC_E;N900H;KTOE;NL;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z
A;FC_E;O4000XBIO;KTOE;NL;15713.744;15671.173;15390.717;14792.907;15271.401;14868.734;14634.507;14224.557;13460.704;13698.268;14029.011;14223.429
A;FC_E;P1000;KTOE;NL;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;RA000;KTOE;NL;723.168;1037.902;1036.459;1149.195;1020.260;1116.695;1171.316;1205.873;1350.200;1354.212;1325.639;1479.389
A;FC_E;S2000;KTOE;NL;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;TOTAL;KTOE;NL;48786.000;47871.540;48814.222;47137.073;50751.248;46798.176;47034.288;47181.513;42727.287;44081.396;44681.803;44953.289
A;FC_E;W6100_6220;KTOE;NL;53.191;55.054;63.987;56.654;57.514;50.062;40.747;40.819;40.914;35.851;34.179;31.567
A;FC_E;C0000X0350-0370;KTOE;NO;485.834;556.888;579.794;409.007;495.481;444.454;474.138;470.495;465.914;464.954;521.233;498.799
A;FC_E;C0350-0370;KTOE;NO;31.050;27.658;27.873;21.759;37.093;66.566;67.952;69.265;70.173;60.906;51.209;61.431
A;FC_E;E7000;KTOE;NO;9234.652;9514.187;9632.072;9225.021;9732.244;9256.062;9485.469;9544.196;9336.371;9550.903;9771.711;9776.096
A;FC_E;G3000;KTOE;NO;237.597;256.019;297.291;299.441;319.089;338.865;411.221;419.454;416.552;426.849;408.405;458.749
A;FC_E;H8000;KTOE;NO;225.088;248.137;262.754;297.029;378.260;330.133;373.889;417.288;397.702;428.585;466.227;490.088
A;FC_E;N900H;KTOE;NO;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z
A;FC_E;O4000XBIO;KTOE;NO;6794.096;6762.026;6531.833;6473.433;6783.555;6487.585;6284.721;6321.475;6171.140;5940.064;5804.552;5463.578
A;FC_E;P1000;KTOE;NO;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;RA000;KTOE;NO;1193.253;1214.327;1333.613;1346.899;1612.906;1613.365;1536.481;1429.769;1234.814;1315.845;1503.936;1698.466
A;FC_E;S2000;KTOE;NO;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;TOTAL;KTOE;NO;18223.233;18597.658;18685.462;18093.847;19423.690;18612.147;18708.749;18755.419;18184.456;18280.467;18615.718;18531.831
A;FC_E;W6100_6220;KTOE;NO;21.663;18.415;20.230;21.257;65.062;75.117;74.878;83.477;91.788;92.362;88.445;84.623
A;FC_E;C0000X0350-0370;KTOE;PL;12300.293;11525.930;11962.901;11746.330;13163.567;12117.433;12367.319;11914.244;11146.265;10730.714;11095.594;11274.903
A;FC_E;C0350-0370;KTOE;PL;888.602;1117.025;781.587;443.618;571.761;560.903;548.175;542.383;595.765;486.914;462.377;499.879
A;FC_E;E7000;KTOE;PL;9512.812;9810.146;10076.440;9656.492;10205.503;10446.432;10504.643;10623.990;10777.857;10990.423;11422.055;11675.658
A;FC_E;G3000;KTOE;PL;8112.575;8137.360;8226.655;8254.256;8884.050;8537.016;8762.210;8883.749;8347.893;8489.553;9225.473;9185.450
A;FC_E;H8000;KTOE;PL;6725.041;6250.478;6057.634;6018.033;6546.909;5820.292;5983.830;5953.807;5446.666;5462.262;5669.127;5817.119
A;FC_E;N900H;KTOE;PL;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z
A;FC_E;O4000XBIO;KTOE;PL;18125.929;19078.107;19404.333;19516.731;20218.050;20153.043;19223.287;18039.601;17979.240;18645.538;20944.192;24134.599
A;FC_E;P1000;KTOE;PL;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;RA000;KTOE;PL;3968.016;3932.230;4259.622;4602.453;5269.604;5529.187;5434.254;5665.972;5349.802;5485.727;5576.458;5823.828
A;FC_E;S2000;KTOE;PL;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;TOTAL;KTOE;PL;59898.936;60075.361;60995.550;60577.862;65237.609;63584.102;63224.264;62057.561;60138.687;60777.493;65032.110;69138.868
A;FC_E;W6100_6220;KTOE;PL;265.668;224.085;226.378;339.949;378.165;419.796;400.545;433.816;495.199;486.362;636.835;727.432
A;FC_E;C0000X0350-0370;KTOE;PT;26.878;167.548;71.046;22.629;50.152;20.226;20.008;18.469;13.904;12.968;12.716;11.000
A;FC_E;C0350-0370;KTOE;PT;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;E7000;KTOE;PT;4106.879;4215.305;4157.524;4114.789;4289.596;4158.555;3976.010;3891.402;3886.071;3939.123;3989.128;4010.432
A;FC_E;G3000;KTOE;PT;1339.295;1439.768;1445.163;1437.941;1564.381;1643.766;1614.897;1566.681;1547.721;1614.736;1635.545;1740.837
A;FC_E;H8000;KTOE;PT;330.563;337.537;316.495;313.151;337.776;334.026;345.108;351.939;269.968;243.647;211.307;205.515
A;FC_E;N900H;KTOE;PT;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z
A;FC_E;O4000XBIO;KTOE;PT;9523.780;9143.755;8768.303;8638.371;8397.437;7633.001;6933.422;6804.886;6867.798;6912.827;6929.001;7061.297
A;FC_E;P1000;KTOE;PT;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;RA000;KTOE;PT;2616.937;2724.054;2724.830;2803.347;2526.767;2529.915;2155.652;2216.808;2132.380;2184.513;2169.104;2150.517
A;FC_E;S2000;KTOE;PT;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;TOTAL;KTOE;PT;17985.198;18064.989;17522.030;17368.897;17220.708;16395.969;15107.842;14920.620;14803.899;14963.679;15037.276;15275.240
A;FC_E;W6100_6220;KTOE;PT;40.867;37.021;38.669;38.669;54.600;76.478;62.745;70.436;86.056;55.866;90.475;95.643
A;FC_E;C0000X0350-0370;KTOE;RO;614.039;504.646;602.687;464.470;534.577;789.044;766.150;689.477;668.366;776.919;729.221;627.773
A;FC_E;C0350-0370;KTOE;RO;557.024;530.814;371.577;183.207;171.969;141.707;188.760;195.686;173.641;168.983;158.976;150.237
A;FC_E;E7000;KTOE;RO;3522.356;3523.130;3595.271;3233.620;3552.623;3672.743;3644.540;3493.379;3603.181;3699.914;3719.433;3843.413
A;FC_E;G3000;KTOE;RO;7721.002;6542.670;6832.911;5872.979;6016.810;6101.849;5977.429;5681.126;5466.230;5299.291;5203.912;5520.263
A;FC_E;H8000;KTOE;RO;1993.336;1798.199;1778.900;1635.354;1649.541;1661.078;1502.866;1413.896;1269.012;1273.407;1283.486;1263.638
A;FC_E;N900H;KTOE;RO;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z
A;FC_E;O4000XBIO;KTOE;RO;6271.662;6956.196;6800.110;6438.088;6027.312;6538.205;6697.161;6401.581;6589.990;6768.390;7068.552;7571.555
A;FC_E;P1000;KTOE;RO;5.878;5.249;8.398;8.818;8.188;8.188;420;7.978;6.928;8.188;9.448;11.829
A;FC_E;RA000;KTOE;RO;3056.392;3272.375;3908.688;3911.581;4028.930;3612.753;3824.661;3708.028;3623.777;3533.399;3683.738;3778.585
A;FC_E;S2000;KTOE;RO;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;TOTAL;KTOE;RO;23788.479;23169.606;23942.896;21765.362;22020.618;22553.106;22629.168;21631.325;21470.367;21600.240;21935.250;22859.979
A;FC_E;W6100_6220;KTOE;RO;46.790;36.328;44.354;17.245;30.668;27.539;27.181;40.174;69.241;71.749;78.485;92.687
A;FC_E;C0000X0350-0370;KTOE;RS;832.982;1212.347;945.107;582.717;784.293;976.689;677.030;505.111;449.229;500.344;635.233;534.002
A;FC_E;C0350-0370;KTOE;RS;21.281;30.692;208.727;109.821;74.186;91.597;29.426;33.009;46.647;62.482;81.351;90.988
A;FC_E;E7000;KTOE;RS;2210.060;2280.224;2343.766;2305.245;2387.876;2425.021;2350.817;2328.031;2254.944;2337.833;2373.345;2418.236
A;FC_E;G3000;KTOE;RS;1006.943;1285.275;1288.242;802.923;931.191;908.598;918.831;1002.128;675.645;743.895;790.542;943.216
A;FC_E;H8000;KTOE;RS;988.512;984.929;726.665;738.798;818.238;883.921;729.435;717.636;620.760;716.251;729.674;751.189
A;FC_E;N900H;KTOE;RS;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z
A;FC_E;O4000XBIO;KTOE;RS;3531.356;3405.959;2844.078;2655.068;2736.391;2768.913;2676.707;2584.262;2596.315;2540.677;2625.187;2653.926
A;FC_E;P1000;KTOE;RS;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;RA000;KTOE;RS;801.209;801.304;810.213;1058.876;1030.357;1027.372;1030.047;1031.504;1037.666;1040.962;1043.136;1051.843
A;FC_E;S2000;KTOE;RS;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;TOTAL;KTOE;RS;9392.342;10000.729;9166.798;8253.448;8762.533;9082.112;8412.293;8201.681;7681.206;7942.444;8278.466;8443.398
A;FC_E;W6100_6220;KTOE;RS;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;C0000X0350-0370;KTOE;SE;429.723;425.454;420.555;316.044;369.728;415.919;402.126;369.087;368.737;390.695;372.265;374.306
A;FC_E;C0350-0370;KTOE;SE;234.580;220.770;214.113;132.323;170.665;153.100;182.452;183.128;177.897;179.254;187.506;181.157
A;FC_E;E7000;KTOE;SE;11247.291;11271.023;11061.823;10609.286;11282.631;10716.079;10944.626;10749.441;10506.535;10735.942;10962.683;10941.874
A;FC_E;G3000;KTOE;SE;522.850;541.574;476.999;451.526;557.244;566.702;594.411;496.367;528.654;568.422;456.857;511.350
A;FC_E;H8000;KTOE;SE;4179.875;4093.269;4062.530;4260.032;5141.445;4134.661;4499.045;4456.052;4174.119;4192.701;4430.209;4373.125
A;FC_E;N900H;KTOE;SE;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z;: z
A;FC_E;O4000XBIO;KTOE;SE;10092.163;9933.668;9318.291;9055.515;9336.620;8915.804;8259.678;7866.378;7913.925;7774.379;7950.057;7746.392
A;FC_E;P1000;KTOE;SE;7.481;10.060;8.255;9.028;7.997;8.255;5.675;6.191;5.675;3.353;3.353;3.353
A;FC_E;RA000;KTOE;SE;5082.079;5315.427;5238.760;5420.167;5644.082;6937.568;7121.381;7020.852;7095.875;7405.009;7797.684;8238.025
A;FC_E;S2000;KTOE;SE;0;0;0;0;0;0;0;0;0;0;0;0
A;FC_E;TOTAL;KTOE;SE;31796.043;31811.245;30801.326;30253.921;32510.411;31848.089;32009.394;31147.497;30771.417;31249.755;32160.615;32369.583
