;freq;nrg_bal;siec;unit;geo\TIME_PERIOD;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
;A;FC_OTH_HH_E;TOTAL;KTOE;PT;3214.195;3220.507;3117.652;3197.746;2969.479;2776.308;2694.901;2634.982;2565.599;2538.573;2605.052;2572.484
;A;FC_TRA_E;TOTAL;KTOE;PT;6479.571;6461.849;6477.961;6465.127;6424.715;5963.870;5528.102;5446.080;5475.045;5567.033;5690.221;5793.812
RO;;;;;;;;;;;;;;;;;
;A;FC_E;TOTAL;KTOE;RO;23788.479;23169.606;23942.896;21765.362;22020.618;22553.106;22629.168;21631.325;21470.367;21600.240;21935.250;22859.979
;A;FC_IND_E;TOTAL;KTOE;RO;8653.802;8336.571;8318.681;6144.626;6484.195;7059.692;6748.255;6272.845;6427.425;6418.898;6263.796;6390.247
;A;FC_OTH_CP_E;TOTAL;KTOE;RO;2411.576;2019.690;1697.801;1760.388;1880.538;1774.282;1763.099;1784.900;1768.388;1761.969;1806.394;1840.749
;A;FC_OTH_HH_E;TOTAL;KTOE;RO;7854.717;7519.256;8070.214;8015.179;8102.009;7859.678;8060.582;7721.970;7409.681;7375.183;7414.920;7679.329
;A;FC_TRA_E;TOTAL;KTOE;RO;4269.246;4578.362;5160.397;5258.155;4947.688;5175.051;5314.735;5188.743;5266.333;5337.702;5738.034;6149.183
RS;;;;;;;;;;;;;;;;;
;A;FC_E;TOTAL;KTOE;RS;9392.342;10000.729;9166.798;8253.448;8762.533;9082.112;8412.293;8201.681;7681.206;7942.444;8278.466;8443.398
;A;FC_IND_E;TOTAL;KTOE;RS;3429.694;3709.896;2911.863;1992.663;2428.856;2740.411;2463.907;2395.892;1955.234;2103.134;2246.182;2347.586
;A;FC_OTH_CP_E;TOTAL;KTOE;RS;636.274;631.736;923.445;843.444;905.620;1046.670;834.956;803.644;772.340;874.645;886.391;939.619
;A;FC_OTH_HH_E;TOTAL;KTOE;RS;2822.805;3233.297;2896.407;3043.422;3078.701;3134.547;3122.404;2846.752;2752.774;2826.151;2924.257;2853.553
;A;FC_TRA_E;TOTAL;KTOE;RS;2383.373;1848.912;2349.255;2248.467;2230.695;2042.180;1806.836;1972.215;2041.408;1986.102;2029.445;2112.132
SE;;;;;;;;;;;;;;;;;
;A;FC_E;TOTAL;KTOE;SE;31796.043;31811.245;30801.326;30253.921;32510.411;31848.089;32009.394;31147.497;30771.417;31249.755;32160.615;32369.583
;A;FC_IND_E;TOTAL;KTOE;SE;11919.600;11983.515;11434.079;10647.595;11396.233;11131.294;11051.531;10830.451;10589.459;10895.938;10773.261;10816.537
;A;FC_OTH_CP_E;TOTAL;KTOE;SE;4085.039;4180.169;4128.707;4238.607;4552.061;4026.615;4086.479;3962.289;4039.687;4006.181;4304.208;4069.031
;A;FC_OTH_HH_E;TOTAL;KTOE;SE;7004.335;6731.444;6638.299;6950.076;8035.256;7465.675;7828.540;7479.421;7018.047;7197.265;7462.050;7507.495
;A;FC_TRA_E;TOTAL;KTOE;SE;7985.786;8142.027;7873.863;7689.281;7834.199;7708.273;7498.314;7397.176;7658.807;7680.156;7991.669;8359.577
SI;;;;;;;;;;;;;;;;;
;A;FC_E;TOTAL;KTOE;SI;4924.081;4861.181;5233.429;4808.014;5009.495;4999.171;4872.897;4771.021;4564.590;4659.984;4854.883;4837.088
;A;FC_IND_E;TOTAL;KTOE;SI;1701.296;1606.123;1485.338;1221.108;1274.056;1236.892;1207.414;1197.649;1231.215;1228.022;1242.314;1295.608
;A;FC_OTH_CP_E;TOTAL;KTOE;SI;438.760;369.879;496.453;490.996;532.638;531.470;453.272;467.773;427.214;454.505;492.429;480.215
;A;FC_OTH_HH_E;TOTAL;KTOE;SI;1159.239;1047.849;1115.281;1285.870;1326.270;1264.601;1218.996;1203.367;1017.182;1110.860;1147.694;1120.427
;A;FC_TRA_E;TOTAL;KTOE;SI;1529.121;1731.091;2035.783;1719.587;1778.392;1882.202;1899.103;1813.537;1794.991;1772.631;1882.565;1848.718
SK;;;;;;;;;;;;;;;;;
;A;FC_E;TOTAL;KTOE;SK;10110.855;10182.575;10530.734;9654.671;10371.086;9732.586;9198.465;9412.124;8740.489;8939.677;9225.739;9903.027
;A;FC_IND_E;TOTAL;KTOE;SK;3565.994;3662.817;3651.572;3118.543;3224.086;3255.331;3233.817;3114.817;3241.628;3333.371;3308.576;3452.442
;A;FC_OTH_CP_E;TOTAL;KTOE;SK;1877.469;1872.441;1938.741;1944.416;2105.400;1601.718;1451.245;1710.558;1233.318;1299.549;1308.325;1426.737
;A;FC_OTH_HH_E;TOTAL;KTOE;SK;2310.145;2080.702;2130.687;2147.493;2311.582;2121.122;2070.086;2146.977;1951.912;1987.662;2030.217;2108.641
;A;FC_TRA_E;TOTAL;KTOE;SK;2215.123;2429.892;2668.941;2314.200;2595.378;2596.766;2299.840;2308.716;2176.422;2168.799;2429.877;2772.655
TR;;;;;;;;;;;;;;;;;
;A;FC_E;TOTAL;KTOE;TR;67183.436;71033.210;68295.558;67500.337;71034.496;76073.221;79140.266;78371.962;80816.587;86846.978;90318.129;100457.057
;A;FC_IND_E;TOTAL;KTOE;TR;23961.457;24066.806;17559.116;18944.871;22315.535;24891.605;25566.818;24029.040;25101.897;26109.622;26330.093;32114.358
;A;FC_OTH_CP_E;TOTAL;KTOE;TR;6029.699;6676.476;10190.746;9790.714;9493.149;9903.139;11005.128;10611.925;11021.419;12194.776;12415.869;13565.188
;A;FC_OTH_HH_E;TOTAL;KTOE;TR;19457.330;20224.067;20217.788;18864.658;19414.937;20809.776;20187.463;19807.984;19166.344;20153.330;20711.118;22158.981
;A;FC_TRA_E;TOTAL;KTOE;TR;14166.282;16147.700;15254.259;15119.726;14812.227;15034.069;17706.754;19543.272;20944.488;24502.533;27030.056;28305.532
UA;;;;;;;;;;;;;;;;;
;A;FC_E;TOTAL;KTOE;UA;73482.234;77638.368;75580.810;63324.836;68387.540;69646.492;66404.075;65144.066;57893.824;47488.152;48822.317;47350.279
;A;FC_IND_E;TOTAL;KTOE;UA;32770.049;32852.702;30203.310;22236.711;24938.886;25810.737;23981.954;21841.758;20568.374;16377.631;15509.004;15093.565
;A;FC_OTH_CP_E;TOTAL;KTOE;UA;2681.193;4956.009;4951.912;4181.519;4652.342;5129.446;5006.804;5767.651;4664.962;3888.355;4671.849;4392.952
;A;FC_OTH_HH_E;TOTAL;KTOE;UA;24572.857;22393.256;22876.226;22120.183;23838.511;23587.848;23454.289;23446.497;20357.427;16551.870;17348.241;16432.794
;A;FC_TRA_E;TOTAL;KTOE;UA;11638.393;15418.057;15442.364;12792.577;12917.129;12875.180;11772.360;11848.904;10299.778;8721.254;9133.667;9590.827
UK;;;;;;;;;;;;;;;;;
;A;FC_E;TOTAL;KTOE;UK;135240.792;133082.572;132994.306;124351.970;130080.082;118840.372;122658.595;123395.413;116594.343;120111.691;122607.322;121221.495
;A;FC_IND_E;TOTAL;KTOE;UK;29672.121;29123.891;28572.685;24360.055;25596.576;23952.179;23613.280;23643.762;22967.768;22867.527;22471.641;22745.204
;A;FC_OTH_CP_E;TOTAL;KTOE;UK;15912.876;15595.140;16983.440;15763.782;16526.940;15239.696;16232.096;16585.582;15523.630;16882.616;17472.366;17108.661
;A;FC_OTH_HH_E;TOTAL;KTOE;UK;43129.787;41614.951;42527.440;41324.922;45512.575;37786.091;40957.945;41458.259;35813.283;37277.939;38499.047;37082.890
;A;FC_TRA_E;TOTAL;KTOE;UK;43861.467;44211.076;42383.528;41069.453;40437.300;39907.728;39748.786;39491.557;40108.270;40889.265;41787.418;41851.335
XK;;;;;;;;;;;;;;;;;
;A;FC_E;TOTAL;KTOE;XK;1010.577;1053.638;1163.412;1168.988;1190.842;1266.098;1219.372;1167.578;1230.700;1339.928;1433.037;1516.064
;A;FC_IND_E;TOTAL;KTOE;XK;192.560;255.691;248.264;241.752;277.582;307.986;273.752;262.900;245.253;307.181;281.257;313.240
;A;FC_OTH_CP_E;TOTAL;KTOE;XK;141.746;131.406;109.563;111.910;112.324;117.913;117.736;115.457;139.135;148.344;177.055;191.548
;A;FC_OTH_HH_E;TOTAL;KTOE;XK;352.504;337.844;461.301;455.628;461.840;491.178;474.234;494.163;479.943;476.388;549.413;571.465
;A;FC_TRA_E;TOTAL;KTOE;XK;287.561;305.238;326.027;341.556;319.647;330.601;333.486;270.401;344.017;380.384;395.981;410.191
